"Time","Day","Month","Year","temp_C","temp_F","dew","humidity","sealevelpressure","winddir","solarradiation","windspeed","precipprob","preciptype"
1740,5,10,2020,28.5,83.3,25.5,83.8,1008.8,221.8,251.9,18.4,100,1
1741,6,10,2020,29,84.2,25.6,82.3,1008.3,172.1,173.9,21.8,0,0
1742,7,10,2020,30,86,25.6,77.6,1008.7,183.9,227.6,17.1,100,1
1743,8,10,2020,29.9,85.82,26.4,81.6,1007.9,189.9,228,14.8,100,1
1744,9,10,2020,31.1,87.98,24.9,70.9,1007,123.6,239.3,18.4,100,1
1745,10,10,2020,30,86,26.2,80.9,1006.6,123.2,161.1,15.5,100,1
1746,11,10,2020,29,84.2,26,84.2,1005.4,153.8,127.3,12.5,100,1
1747,12,10,2020,29.3,84.74,26.3,84.3,1003.4,136.2,188,14.8,100,1
1748,13,10,2020,29.5,85.1,27,87.1,1002.9,125.4,167.5,15.5,100,1
1749,14,10,2020,28.5,83.3,26.3,88.2,1003,150.3,91.4,13,100,1
1750,15,10,2020,27.4,81.32,26.2,93.7,1001.1,234.1,61.9,14.8,100,1
1751,16,10,2020,29.1,84.38,24.8,78.5,1001.6,103.8,122.3,14.9,100,1
1752,17,10,2020,29.1,84.38,23.7,72.7,1005.2,156.4,207,17,100,1
1753,18,10,2020,28.7,83.66,24.5,78.7,1007.4,184.3,250.2,18.4,0,0
1754,19,10,2020,28.9,84.02,25.8,83.5,1007.8,153,143.6,18.4,100,1
1755,20,10,2020,29.6,85.28,26.8,85.7,1007.1,196.3,117.7,18.4,100,1
1756,21,10,2020,29.6,85.28,26.4,83.7,1007.4,142,104.7,17.8,100,1
1757,22,10,2020,28.9,84.02,26.2,85.7,1006.4,152.8,69.7,18.4,100,1
1758,23,10,2020,29.1,84.38,25.3,80.2,1006.5,170.1,114.3,16.7,100,1
1759,24,10,2020,29.5,85.1,26.7,85.5,1008.2,153.9,173.8,19.9,100,1
1760,25,10,2020,29.6,85.28,26.1,81.9,1010,168.4,199.1,16.1,100,1
1761,26,10,2020,29.6,85.28,23.9,72.7,1011,119.8,210.4,16.6,0,0
1762,27,10,2020,29.9,85.82,20.3,58.2,1010.1,158.8,229.9,14.9,0,0
1763,28,10,2020,29.6,85.28,22.3,65.6,1010.5,176,238.3,15.5,0,0
1764,29,10,2020,29.3,84.74,23,69.7,1010.9,172.7,240.4,16.6,0,0
1765,30,10,2020,29.6,85.28,22,65.6,1010.7,131.3,240.8,22.3,0,0
1766,31,10,2020,29.1,84.38,19.4,58.2,1011,154.1,247.3,16,0,0
1767,1,11,2020,28.9,84.02,18.8,56,1011.7,143.6,220,15.3,0,0
1768,2,11,2020,29.7,85.46,21.5,62.9,1012,176.2,203.9,15.4,0,0
1769,3,11,2020,29.8,85.64,21.1,60.8,1011.8,159.2,207,16.1,0,0
1770,4,11,2020,29.8,85.64,19.8,57.6,1011.5,133.2,214.1,13,0,0
1771,5,11,2020,29.5,85.1,17.9,51.9,1012.2,78.8,217.4,14.2,0,0
1772,6,11,2020,29.3,84.74,16.2,47.4,1013.9,81,231.9,18.4,0,0
1773,7,11,2020,28.8,83.84,17.7,52.9,1013.8,124.2,226.3,16.6,0,0
1774,8,11,2020,29.8,85.64,17.1,48,1013.6,106.1,218.2,17.2,0,0
1775,9,11,2020,29,84.2,16.1,48.2,1013.2,85,223.6,13.5,0,0
1776,10,11,2020,28.1,82.58,15.3,48.7,1011.2,139.4,223.4,18.7,0,0
1777,11,11,2020,27.4,81.32,12.2,41.5,1011.8,108.3,220.4,17.2,0,0
1778,12,11,2020,28,82.4,13,40.9,1012.6,148.4,225.1,16.6,0,0
1779,13,11,2020,28.4,83.12,18.7,56.9,1011.9,131.8,223.4,18.4,0,0
1780,14,11,2020,29.5,85.1,20.9,61.3,1010.2,154.2,232.7,19.3,0,0
1781,15,11,2020,29.7,85.46,22.3,65.4,1010.7,150.5,225.9,17.1,0,0
