"Time","Day","Month","Year","temp_C","temp_F","dew","humidity","sealevelpressure","winddir","solarradiation","windspeed","precipprob","preciptype"
1,1,1,2016,28.4,83.12,11.9,37.8,1016.4,147.5,216.1,16.6,0,0
2,2,1,2016,26.8,80.24,13,44.8,1017.2,110.3,215.7,16.6,0,0
3,3,1,2016,25.5,77.9,14.6,52.8,1015.7,145.3,221.1,18.4,0,0
4,4,1,2016,26.4,79.52,13.1,46.6,1015.3,126.9,216.2,16.6,0,0
5,5,1,2016,27.1,80.78,13.5,44.9,1014.4,125.5,208.1,16.6,0,0
6,6,1,2016,26.9,80.42,14.3,48.2,1014.2,110.2,200.8,14.8,0,0
7,7,1,2016,26.1,78.98,17,58,1015.1,149.4,189.9,15.8,0,0
8,8,1,2016,26.6,79.88,16.5,55.2,1015.4,157.7,185,13,0,0
9,9,1,2016,26.3,79.34,13.5,47.6,1013.8,117.5,203.1,16.6,0,0
10,10,1,2016,26,78.8,12.5,45.3,1014.2,124.7,203.7,16.6,0,0
11,11,1,2016,26.1,78.98,14.6,50.4,1014.3,153.7,212.6,24.1,0,0
12,12,1,2016,25.1,77.18,17.5,64.5,1013.1,200.7,201.9,16.6,0,0
13,13,1,2016,24.6,76.28,17,64,1012.5,195.6,211.4,16.6,0,0
14,14,1,2016,23.9,75.02,16.5,64.2,1012.6,158.4,209.6,25.9,0,0
15,15,1,2016,23.6,74.48,16.3,64.8,1012.3,193.9,210.8,16.6,0,0
16,16,1,2016,24.1,75.38,15.7,60.7,1011.8,162.5,201.5,13,100,1
17,17,1,2016,24,75.2,14.7,58.3,1011.6,154.6,187.2,16.6,0,0
18,18,1,2016,23.7,74.66,14.4,58.2,1011.2,141.4,220.5,16.6,0,0
19,19,1,2016,23.5,74.3,10.3,45.8,1012.1,180.5,228,20.5,0,0
20,20,1,2016,23.2,73.76,8.6,41.5,1014,155.7,239.6,32.4,0,0
21,21,1,2016,23.9,75.02,9.2,41.5,1014.5,120.7,232.8,18.4,0,0
22,22,1,2016,25.6,78.08,7.2,32.2,1014.5,128.9,234.9,18.4,0,0
23,23,1,2016,25.9,78.62,9.1,36.4,1014.5,115,224.2,18.4,0,0
24,24,1,2016,26.7,80.06,11.2,39.8,1014.5,172.7,220.8,18.4,0,0
25,25,1,2016,25.2,77.36,11.7,45.3,1013.7,166.1,242.7,18.4,0,0
26,26,1,2016,23.8,74.84,12,49.7,1013.4,174.1,239.5,22.3,0,0
27,27,1,2016,23.7,74.66,16.1,64.4,1013.8,208.5,240.8,18.4,0,0
28,28,1,2016,25.1,77.18,15.4,57,1013.2,165.7,240.4,14.8,0,0
29,29,1,2016,26.5,79.7,16.6,57.2,1014.2,155.9,237.3,18.4,0,0
30,30,1,2016,26.8,80.24,17.9,59.5,1014.2,230.7,235.6,16.6,0,0
31,31,1,2016,26.4,79.52,18.3,62.3,1013.3,163.8,233.9,16.6,0,0
32,1,2,2016,26.5,79.7,17.5,59.9,1014.1,193.7,231.2,18.4,0,0
33,2,2,2016,26.7,80.06,15.7,53,1014.2,247.5,244.9,16.6,0,0
34,3,2,2016,25.7,78.26,13.7,49.9,1013.9,184.3,257.1,16.6,0,0
35,4,2,2016,24.6,76.28,14.6,55.4,1013.1,164.6,252,22.3,0,0
36,5,2,2016,24.1,75.38,18,69.7,1012,173.6,237.6,22,0,0
37,6,2,2016,23.6,74.48,16.5,66.5,1012,203.5,241.4,16.6,0,0
38,7,2,2016,24,75.2,16.6,64.2,1014.5,247,231.7,20.5,0,0
39,8,2,2016,24,75.2,16.6,64.4,1013.2,172.1,251.7,18.4,0,0
40,9,2,2016,25.5,77.9,18.6,67.2,1012,173.5,230.1,18.4,0,0
41,10,2,2016,25.9,78.62,17.4,62.9,1011.9,183.5,229,18.4,0,0
42,11,2,2016,24.6,76.28,18.8,71,1012.5,232.3,251.2,20.5,0,0
43,12,2,2016,23.8,74.84,17.1,67.8,1013,189.1,252.4,20.5,0,0
44,13,2,2016,23.8,74.84,16,62.6,1013.6,179.3,257.2,18.4,0,0
45,14,2,2016,24.8,76.64,12.7,50.3,1012.7,178.1,253.1,24.1,0,0
46,15,2,2016,25.3,77.54,11.6,43.5,1012.7,234.5,236.8,18.4,0,0
47,16,2,2016,26,78.8,16,56.4,1012.5,208.8,237.5,18.4,0,0
48,17,2,2016,26,78.8,20.9,75,1013,183.5,209.6,24.1,0,0
49,18,2,2016,26.5,79.7,18.9,64.4,1012.4,157.4,238.8,22.3,0,0
50,19,2,2016,26.6,79.88,20.5,69.9,1014.3,215.4,237.1,18.4,0,0
51,20,2,2016,27.6,81.68,19,60.4,1014.2,216.5,162.8,20.5,0,0
52,21,2,2016,28.2,82.76,14.9,46.3,1013.3,234.9,231.8,18.4,0,0
53,22,2,2016,27.4,81.32,9.4,34.3,1013.6,253.2,268.4,22.3,0,0
54,23,2,2016,26,78.8,16.3,57,1011.3,199.3,260.7,20.5,0,0
55,24,2,2016,25.7,78.26,21,76.3,1011.3,180.1,261.5,25.9,0,0
56,25,2,2016,25.9,78.62,19.4,69.5,1012.2,171.8,214.7,18.4,0,0
57,26,2,2016,26.3,79.34,19.6,68.4,1013.1,152.7,230.5,20.5,0,0
58,27,2,2016,27.6,81.68,20.5,67.8,1012.9,153.7,236.1,20.5,0,0
59,28,2,2016,27.5,81.5,22,72.9,1013.9,200.3,210.2,20.5,0,0
60,29,2,2016,27.7,81.86,21.4,69.6,1013.9,200.3,242.6,18.4,100,1
61,1,3,2016,28.6,83.48,20.5,62.9,1011.8,148.8,238.4,20.5,100,1
62,2,3,2016,29.5,85.1,21.5,63.5,1012.5,170.4,243.7,20.5,100,1
63,3,3,2016,30.8,87.44,19.4,52.6,1013.4,173.7,232.2,18.4,100,1
64,4,3,2016,28.8,83.84,18,52.9,1012.7,128,246.3,18.4,100,1
65,5,3,2016,28.8,83.84,18.4,55.6,1011.1,225.3,277.9,20.5,0,0
66,6,3,2016,27.8,82.04,18,57.5,1011.4,183,278.8,20.5,0,0
67,7,3,2016,28,82.4,17.3,53.9,1010.5,225.1,286.3,20.5,0,0
68,8,3,2016,29.3,84.74,15.9,46.9,1009.9,188.4,279.3,18.4,0,0
69,9,3,2016,29.1,84.38,17,49.3,1010.7,259.9,278.9,24.1,0,0
70,10,3,2016,29.3,84.74,17.6,51.6,1011.1,277,290.5,22.3,0,0
71,11,3,2016,29.7,85.46,20.3,59.7,1011.2,238.5,273.3,18.4,100,1
72,12,3,2016,28,82.4,19.9,62.6,1011.3,233,273.6,22.3,0,0
73,13,3,2016,27,80.6,20.6,69.1,1012.7,296.2,291.7,18.4,0,0
74,14,3,2016,26.6,79.88,20.1,68,1012.9,203.8,296.8,24.1,0,0
75,15,3,2016,27.4,81.32,19,61.6,1011.4,253.4,293.3,25.9,0,0
76,16,3,2016,27.5,81.5,20.9,68.5,1011.2,258.5,293.8,20.5,0,0
77,17,3,2016,27.5,81.5,21.8,72.1,1011.6,221.2,292.1,18.4,0,0
78,18,3,2016,28.9,84.02,21.6,66.1,1011.1,220.2,287.8,24.1,0,0
79,19,3,2016,31.2,88.16,18.8,51.8,1011,201,281.6,18.4,0,0
80,20,3,2016,31.4,88.52,18.7,49.3,1011.8,260.8,290.1,14.8,0,0
81,21,3,2016,30.4,86.72,18.2,52,1011.1,271.7,295.8,20.5,0,0
82,22,3,2016,29.7,85.46,17.9,51.4,1009.1,171,302.8,24.1,0,0
83,23,3,2016,31.7,89.06,16,43,1008.7,217.5,296.3,20.5,0,0
84,24,3,2016,29.1,84.38,22.9,70,1010.7,239.4,285.7,22.3,0,0
85,25,3,2016,28.4,83.12,24.1,78.1,1012,212.4,267.1,23.4,0,0
86,26,3,2016,28.9,84.02,23.5,73.6,1011.6,218.3,272.7,22.3,0,0
87,27,3,2016,30.7,87.26,21.1,58.3,1010.8,236.9,252.1,20.5,100,1
88,28,3,2016,30.4,86.72,18.6,53.4,1011.1,197.1,295.2,18.4,0,0
89,29,3,2016,29,84.2,22.4,69.4,1011.6,205.8,287.4,22.3,100,1
90,30,3,2016,29.1,84.38,21.6,66.5,1012,211.5,294.7,18.4,0,0
91,31,3,2016,28.3,82.94,22.1,70.6,1011.5,204.7,295.5,22.3,0,0
92,1,4,2016,28.2,82.76,22.9,73.9,1009.4,264.3,304.7,22.3,0,0
93,2,4,2016,28.3,82.94,23.7,76.6,1010.1,299.8,299.9,22.3,0,0
94,3,4,2016,28.5,83.3,23.6,75.5,1011.5,254.6,271.9,20.5,0,0
95,4,4,2016,29.1,84.38,23.8,73.7,1009.5,242.2,261.9,18.4,0,0
96,5,4,2016,28.6,83.48,23.9,75.7,1009.3,253.2,269.4,20.5,100,1
97,6,4,2016,28.8,83.84,22.2,67.9,1010.7,211.5,309.3,24.1,0,0
98,7,4,2016,29.8,85.64,20.7,60.9,1010,242.5,306.2,24.1,100,1
99,8,4,2016,30.6,87.08,17.4,48.9,1009.3,240.6,307.3,20.5,0,0
100,9,4,2016,30.5,86.9,20.2,56.3,1009.4,271.8,283.3,17.6,0,0
101,10,4,2016,30.3,86.54,21.9,62.1,1010.8,261.5,302.1,25.9,0,0
102,11,4,2016,31,87.8,21.5,59.3,1010.4,272,301.5,22.3,0,0
103,12,4,2016,30.7,87.26,21.8,61,1008.8,269.8,307.7,24.1,0,0
104,13,4,2016,29.3,84.74,23.6,71.7,1007.8,271.8,321.6,20.5,0,0
105,14,4,2016,29.2,84.56,22.9,69.8,1007.7,206,325.2,20.5,0,0
106,15,4,2016,29.4,84.92,22.9,69.2,1008.5,236.9,326.8,22.3,0,0
107,16,4,2016,29.2,84.56,23.3,71.2,1008.8,225.7,316.5,27.7,0,0
108,17,4,2016,28.8,83.84,22.9,71.4,1008.6,223.5,322.1,22.3,0,0
109,18,4,2016,30,86,23.9,71,1008,206.8,312.5,24.1,0,0
110,19,4,2016,30.5,86.9,23.5,67,1008.1,285.8,288.9,22.3,0,0
111,20,4,2016,30,86,24.1,71.2,1010,249.5,286,22.3,100,1
112,21,4,2016,29.1,84.38,24.2,75,1009.7,271.3,292.7,22.3,0,0
113,22,4,2016,28.6,83.48,22.3,69.5,1009.8,268.5,320.5,22.3,0,0
114,23,4,2016,29.1,84.38,22.9,69.6,1008.3,251.5,321.6,20,0,0
115,24,4,2016,29.1,84.38,22.8,69.1,1007.3,234.7,277.5,20.5,0,0
116,25,4,2016,28.9,84.02,22.4,68.6,1007.8,228.7,327.3,18.4,0,0
117,26,4,2016,29.5,85.1,23.1,69.8,1009,243.9,323.1,17.2,0,0
118,27,4,2016,32.2,89.96,21,56.1,1007.5,259.6,296,24.1,100,1
119,28,4,2016,31.7,89.06,22.1,58.3,1008.2,235.4,275.2,24.1,100,1
120,29,4,2016,30.3,86.54,24.7,72.6,1008.4,232.8,263.3,22.3,0,0
121,30,4,2016,29.9,85.82,24,71.4,1009,218.1,315.9,22.3,0,0
122,1,5,2016,29.9,85.82,24.5,73.5,1008.5,254.7,313.9,22.3,100,1
123,2,5,2016,30,86,24.7,74,1008.6,242.3,293.4,22.3,0,0
124,3,5,2016,30.1,86.18,24.4,72.6,1008,225.7,310.8,24.1,0,0
125,4,5,2016,29.9,85.82,24.6,73.5,1007.8,190.8,270,22.3,0,0
126,5,5,2016,30.1,86.18,24.4,72,1008.6,252.6,293.2,22.3,0,0
127,6,5,2016,29.9,85.82,23.7,69.8,1008.5,273.5,306.3,22.3,100,1
128,7,5,2016,29.9,85.82,24.1,71.5,1008.4,244.3,299.3,24.1,0,0
129,8,5,2016,30.3,86.54,24.7,72.4,1009.5,225.7,307.1,22.3,0,0
130,9,5,2016,30,86,24.6,73.1,1009,241.7,287.2,22.7,100,1
131,10,5,2016,30.1,86.18,25.1,75,1008.7,253.4,285.1,18.4,100,1
132,11,5,2016,30.5,86.9,25.5,75.1,1008.5,255.2,298.1,20.5,100,1
133,12,5,2016,30.2,86.36,25.6,76.7,1006.8,258.1,304.1,25.9,100,1
134,13,5,2016,30.7,87.26,25.7,75.4,1006.8,243.8,278.9,20.5,100,1
135,14,5,2016,31.1,87.98,25.9,74.3,1007.7,252.1,156.7,24.1,100,1
136,15,5,2016,30.7,87.26,26,75.9,1007.5,230.5,219,24.1,100,1
137,16,5,2016,30.8,87.44,26.1,76.5,1005.4,245.6,221,24.1,0,0
138,17,5,2016,30.9,87.62,26.1,76.2,1003.5,270.5,230.2,20.5,0,0
139,18,5,2016,31,87.8,26.4,76.9,1002.3,261.3,184.7,24.1,0,0
140,19,5,2016,31.3,88.34,26,73.7,1002.5,246.5,237.5,22.3,0,0
141,20,5,2016,31.3,88.34,25.9,73.1,1004.1,249,170.2,22.3,0,0
142,21,5,2016,31.5,88.7,25.9,72.7,1006.5,251.4,226.9,27.4,0,0
143,22,5,2016,31.5,88.7,25.7,71.7,1007.7,238,293.3,22.3,0,0
144,23,5,2016,31.5,88.7,25.9,72.4,1008.5,240.7,240.3,22.3,0,0
145,24,5,2016,31.6,88.88,25.8,71.7,1007.7,237.7,254.5,25.9,0,0
146,25,5,2016,31.7,89.06,26,72.1,1007,228.1,237.9,24.1,0,0
147,26,5,2016,31.7,89.06,25.6,70.6,1007.4,239.3,235.5,22.3,0,0
148,27,5,2016,31.6,88.88,25.5,70.3,1008.5,256.1,250.7,22.3,0,0
149,28,5,2016,31.5,88.7,25.5,70.8,1008.1,252,291.2,22.3,0,0
150,29,5,2016,31.6,88.88,25.7,70.8,1007.4,244.7,290.3,24.1,0,0
151,30,5,2016,31.8,89.24,25.4,69.2,1006.7,250,323.5,20.5,0,0
152,31,5,2016,31.8,89.24,25.4,69.4,1007.4,256.9,323.6,22.3,100,1
153,1,6,2016,31.8,89.24,25.4,69.1,1008,278.3,298.4,22.3,100,1
154,2,6,2016,31.8,89.24,25.3,69.3,1007.2,292.4,251.1,24.1,100,1
155,3,6,2016,31.8,89.24,25.1,68.1,1006.6,289.3,298.2,24.1,0,0
156,4,6,2016,31.7,89.06,25.8,71.3,1006.6,274.9,220.1,22.3,100,1
157,5,6,2016,30.9,87.62,25.5,73.4,1006.9,251.5,137.9,25.9,100,1
158,6,6,2016,31.3,88.34,25.9,73.2,1006,260.3,136.4,18.4,100,1
159,7,6,2016,31.8,89.24,26.5,73.9,1006.1,240.2,165.6,20.5,100,1
160,8,6,2016,31.9,89.42,25.6,69.8,1005.4,276.2,148.3,24.1,100,1
161,9,6,2016,32,89.6,25.8,69.9,1005.2,264.9,139.5,20.5,100,1
162,10,6,2016,31.8,89.24,26,71.3,1005.9,262.3,147.3,24.1,100,1
163,11,6,2016,29.8,85.64,26.2,81,1006.8,221.3,102.3,22.3,100,1
164,12,6,2016,31.3,88.34,26.5,76.1,1006.6,245.3,118.9,24.1,100,1
165,13,6,2016,31.9,89.42,26,71.2,1007.1,256.2,200.7,24.1,100,1
166,14,6,2016,31.3,88.34,25.8,73,1006.5,251.4,265,29.5,100,1
167,15,6,2016,31.4,88.52,26,73.4,1005,239.8,297.3,25.9,100,1
168,16,6,2016,31.4,88.52,25.8,72.2,1004.9,250.4,282.3,25.6,100,1
169,17,6,2016,31.3,88.34,25.6,71.6,1004.9,259.1,276.7,24.1,100,1
170,18,6,2016,31.3,88.34,25.2,70.5,1005.5,282.7,217.4,24.1,100,1
171,19,6,2016,29.6,85.28,25.2,77.9,1004.1,263.1,171.1,22.3,100,1
172,20,6,2016,27.3,81.14,24.7,86,1002.7,206.8,143.3,16.6,100,1
173,21,6,2016,28.1,82.58,25.6,86.8,1002.7,199.7,140,22.3,100,1
174,22,6,2016,28.4,83.12,25.1,82.8,1004.8,199.6,231.9,18.4,100,1
175,23,6,2016,28,82.4,25.2,85.3,1004.7,172.6,165.9,22.3,100,1
176,24,6,2016,27.2,80.96,25.5,90.7,1004,170.5,204.5,27.4,100,1
177,25,6,2016,26.6,79.88,25.1,91.7,1005.1,206.9,123.5,22.3,100,1
178,26,6,2016,26.5,79.7,24.9,91.4,1004.7,176.3,132.7,22.3,100,1
179,27,6,2016,27,80.6,25.5,91.7,1003.1,190.1,201.7,29.9,100,1
180,28,6,2016,27.1,80.78,25.9,93.4,1002.8,201.2,128.9,24.1,100,1
181,29,6,2016,26.1,78.98,24.7,92.6,1004,202.8,176.7,20.8,100,1
182,30,6,2016,27.1,80.78,25.2,90,1003.7,192.1,189.9,24.1,100,1
183,1,7,2016,27.1,80.78,26.1,94.2,1002.3,197.4,176.4,20.5,100,1
184,2,7,2016,27.3,81.14,26,92.8,1001.9,240,133.7,27.7,100,1
185,3,7,2016,27.8,82.04,26.1,90.8,1002.4,244,132.6,27.7,100,1
186,4,7,2016,27.7,81.86,26,90.7,1003.9,233.5,187.4,34.2,100,1
187,5,7,2016,27.5,81.5,25.5,89.2,1004,221.1,161.8,33.5,100,1
188,6,7,2016,28.1,82.58,25.6,86.7,1004.4,219.8,159.2,25.9,100,1
189,7,7,2016,28.6,83.48,25.6,83.7,1005,251.8,254,20.5,100,1
190,8,7,2016,28.5,83.3,25.7,85.1,1004.4,254,213,24.1,100,1
191,9,7,2016,28.6,83.48,25.7,84.5,1003,251,131.8,26.6,100,1
192,10,7,2016,28.4,83.12,25.5,84.7,1002.4,251.2,132,37.1,100,1
193,11,7,2016,28.3,82.94,25.9,86.7,1002.6,256.8,119.6,35.3,100,1
194,12,7,2016,28.4,83.12,25.9,86.1,1003.1,249.1,179.8,31,100,1
195,13,7,2016,28.1,82.58,25.5,86.1,1003.7,240,274.6,27.7,100,1
196,14,7,2016,27.2,80.96,25.4,90,1004.1,211.7,263.5,25.9,100,1
197,15,7,2016,27.9,82.22,25.4,86.8,1005,212.6,268,24.1,100,1
198,16,7,2016,28.3,82.94,25.2,83.6,1005.5,222.1,267.6,24.1,100,1
199,17,7,2016,27.5,81.5,25.2,87.6,1007.4,196.5,231.3,20.5,100,1
200,18,7,2016,27.3,81.14,25,87.6,1008.4,232.4,204.1,24.1,100,1
201,19,7,2016,26.2,79.16,25,92.9,1008.2,230.8,179.2,25.9,100,1
202,20,7,2016,27.6,81.68,24.9,85.5,1007.2,268.5,148.6,22.3,100,1
203,21,7,2016,25.8,78.44,24.4,91.6,1006.2,179.7,158.3,14.8,100,1
204,22,7,2016,27.3,81.14,25.1,88.2,1004.8,235.6,177.2,24.1,100,1
205,23,7,2016,27.7,81.86,25.2,86.5,1004.1,199.1,135.7,27.7,100,1
206,24,7,2016,27.6,81.68,25,85.9,1004.5,169.4,198.7,18.4,100,1
207,25,7,2016,27.9,82.22,25.4,86.8,1004.9,213.2,195,16.6,100,1
208,26,7,2016,26.6,79.88,24.8,90.3,1005.6,181.5,221.5,16.6,100,1
209,27,7,2016,26.1,78.98,24.3,90.4,1006.5,204.6,144.5,14.8,100,1
210,28,7,2016,26.1,78.98,24.3,90.2,1006.9,193.5,146.6,16.6,100,1
211,29,7,2016,25.7,78.26,24.7,94.8,1006.3,161.6,216,14.8,100,1
212,30,7,2016,26.7,80.06,24.8,89.7,1005.5,245,188.8,22.3,100,1
213,31,7,2016,26.7,80.06,25.2,91.9,1006.4,251.1,139,27,100,1
214,1,8,2016,26.8,80.24,25,90.5,1005.1,255.3,112.2,33.5,100,1
215,2,8,2016,27.5,81.5,25.1,86.5,1002.3,245.1,154.9,33.5,100,1
216,3,8,2016,27.7,81.86,25.3,87,1002.1,251.1,135.4,33.5,100,1
217,4,8,2016,28.3,82.94,25.5,85,1002.9,254,207.9,29.5,100,1
218,5,8,2016,27,80.6,25.6,92.1,1002.8,257.7,121.7,27.7,100,1
219,6,8,2016,27.5,81.5,25.3,88,1003.8,246.5,246.8,37.1,100,1
220,7,8,2016,28.3,82.94,25,82.6,1005,243,182.6,24.1,100,1
221,8,8,2016,28.5,83.3,25.3,82.9,1005.9,239.5,277,27.7,100,1
222,9,8,2016,28.3,82.94,25.1,82.9,1005.9,239.1,276.4,25.9,100,1
223,10,8,2016,28.2,82.76,25,83,1006.4,242.3,257.3,34.2,100,1
224,11,8,2016,27.9,82.22,25.1,84.8,1007.7,237,183,25.9,100,1
225,12,8,2016,28.2,82.76,25.3,84.4,1008.1,249.5,272,27.7,100,1
226,13,8,2016,28.5,83.3,25.1,82.3,1007.2,257.8,279,25.9,100,1
227,14,8,2016,28.2,82.76,24.9,82,1007,247.9,280.5,31.7,100,1
228,15,8,2016,28.4,83.12,25,82.1,1006.8,250.8,271.3,29.2,100,1
229,16,8,2016,28.6,83.48,24.7,79.3,1006.2,247,292.4,25.9,100,1
230,17,8,2016,28.5,83.3,24.7,80.2,1005,243.9,291.2,25.9,100,1
231,18,8,2016,28.3,82.94,24.8,81.9,1004.9,250.6,266.5,24.1,100,1
232,19,8,2016,28.5,83.3,24.8,80.5,1005.7,253.5,219.7,22.3,100,1
233,20,8,2016,28.4,83.12,24.8,81,1005.2,240.9,170.4,24.1,100,1
234,21,8,2016,28.6,83.48,25,81,1005.5,246.9,278.3,22.3,100,1
235,22,8,2016,28.2,82.76,25.2,83.8,1006.2,260.5,268.1,20.5,100,1
236,23,8,2016,27.2,80.96,24.8,86.7,1006,251.3,169,22.3,100,1
237,24,8,2016,28,82.4,25.1,84.5,1005.5,264.7,265.3,25.9,100,1
238,25,8,2016,28.4,83.12,24.5,79.6,1006.9,255,279.8,24.1,100,1
239,26,8,2016,26.5,79.7,24.8,90.2,1006.7,223,244.6,16.6,100,1
240,27,8,2016,25.4,77.72,24.7,95.8,1006.6,163,202.4,14.8,100,1
241,28,8,2016,26.5,79.7,25.2,92.4,1006.6,200.9,218.8,18.4,100,1
242,29,8,2016,27.9,82.22,25.2,85.4,1006.4,246,189.9,25.9,100,1
243,30,8,2016,27.9,82.22,25.2,85.5,1005.4,247.3,180,20.5,100,1
244,31,8,2016,28.1,82.58,24.6,81.6,1006,236.2,245,24.1,100,1
245,1,9,2016,28,82.4,24.7,82.6,1006.8,236.7,239.6,22.3,100,1
246,2,9,2016,27.1,80.78,24.4,85.5,1007.2,228.1,281.2,25.9,100,1
247,3,9,2016,27.2,80.96,24.2,84,1007.6,216.5,261.3,20.5,100,1
248,4,9,2016,28.3,82.94,23.8,76.7,1009.7,238.5,272.3,22.3,100,1
249,5,9,2016,28.3,82.94,23.2,74,1010.6,245.8,219.1,22.3,100,1
250,6,9,2016,28.5,83.3,23.2,73.4,1010.6,247.7,282.3,22.3,100,1
251,7,9,2016,27.8,82.04,23.3,76.9,1009.7,215.2,290.5,24.1,100,1
252,8,9,2016,27.8,82.04,23.5,77.9,1010,218.8,282.8,18.4,100,1
253,9,9,2016,27.4,81.32,23.8,81.4,1010.9,163.4,239,22.3,100,1
254,10,9,2016,27.1,80.78,23.9,82.6,1010.1,196.3,220.9,24.1,100,1
255,11,9,2016,27.9,82.22,24.1,80.5,1008.7,222.7,234.9,18.4,100,1
256,12,9,2016,28.2,82.76,24.1,78.7,1008,179.5,236.7,18.4,100,1
257,13,9,2016,28.1,82.58,24.3,80.4,1008.4,206.3,230.6,18.4,100,1
258,14,9,2016,28.7,83.66,24.5,78.8,1008.1,202.2,226.6,18.4,100,1
259,15,9,2016,26.7,80.06,24.9,90.6,1007,242.7,192.6,20.5,100,1
260,16,9,2016,26.9,80.42,25,89.5,1005.1,236.9,104.5,13,100,1
261,17,9,2016,26.4,79.52,25,92.5,1004.1,215.6,53.8,18.4,100,1
262,18,9,2016,26,78.8,25.1,94.4,1005.4,237.8,82.8,25.9,100,1
263,19,9,2016,26.8,80.24,24.7,88.4,1008.2,269.9,258.7,22.3,100,1
264,20,9,2016,25.4,77.72,24.3,93.8,1008.3,236.7,261.3,22.3,100,1
265,21,9,2016,25.6,78.08,24.7,94.6,1008.1,292.7,156.4,20.5,100,1
266,22,9,2016,26.8,80.24,25,90.1,1007.8,301.2,145.9,26.6,100,1
267,23,9,2016,27.2,80.96,25.8,92.5,1005.9,284.3,89.7,31.3,100,1
268,24,9,2016,26.9,80.42,24.9,88.8,1005.1,275.1,145.6,24.8,100,1
269,25,9,2016,27.3,81.14,24.5,84.7,1006.3,269.3,144.3,20.5,100,1
270,26,9,2016,28.5,83.3,24.7,80.4,1008.2,306.8,141.7,23,100,1
271,27,9,2016,28.2,82.76,25.1,83.6,1009.3,305.8,268.2,20.5,100,1
272,28,9,2016,28.1,82.58,24.8,82.7,1008.7,297.8,244.5,24.1,0,0
273,29,9,2016,28.2,82.76,23.9,78.3,1008.1,291,208.4,18.4,0,0
274,30,9,2016,27.9,82.22,23.5,77.8,1007.6,225.8,237.9,22.3,0,0
275,1,10,2016,26.7,80.06,24.1,85.9,1007.4,287.1,194,18.4,100,1
276,2,10,2016,25.1,77.18,24.2,94.8,1008.4,164.3,134,18.4,100,1
277,3,10,2016,25.9,78.62,24.3,91.1,1007.5,165.6,170.4,23.4,100,1
278,4,10,2016,25.4,77.72,24.3,93.3,1007.7,174.6,143.8,18.4,100,1
279,5,10,2016,26.1,78.98,24.2,89.2,1008.6,202.5,263.3,22.3,100,1
280,6,10,2016,27,80.6,24.6,87.1,1008.9,188,253.4,22.3,100,1
281,7,10,2016,27.6,81.68,24.7,85,1008.8,188.3,187.5,22.3,100,1
282,8,10,2016,28,82.4,24.4,81.2,1008.9,174.2,248.4,18.4,100,1
283,9,10,2016,28,82.4,24.8,83.2,1008.8,182.2,238,20.5,100,1
284,10,10,2016,28.7,83.66,25.4,82.5,1008.7,216.1,235.6,18.4,100,1
285,11,10,2016,28.6,83.48,24.7,80,1009.5,213.5,191.8,22.3,0,0
286,12,10,2016,28.3,82.94,23.7,77,1009.1,226,211.4,18.4,100,1
287,13,10,2016,28.3,82.94,22.4,71.8,1009.7,221.8,263,20.5,0,0
288,14,10,2016,28.7,83.66,22.9,72,1009.8,251.9,254.4,16.6,0,0
289,15,10,2016,29,84.2,23.1,71.2,1009.9,179.9,253.7,16.6,0,0
290,16,10,2016,29.4,84.92,24.5,75.2,1011,264,251.5,20.5,0,0
291,17,10,2016,30,86,23.3,68.3,1010.4,194.6,247.8,16.6,0,0
292,18,10,2016,31,87.8,20.9,58.2,1009.5,174.7,249.2,18.4,0,0
293,19,10,2016,30.4,86.72,19.3,52.9,1008.7,118.5,244.3,20.5,0,0
294,20,10,2016,29.5,85.1,19.3,56.4,1008,184.2,252.2,18.4,0,0
295,21,10,2016,28.9,84.02,20.2,60.3,1008.9,187.3,250.6,18.4,0,0
296,22,10,2016,28.9,84.02,22.8,71,1010.5,230.4,245.7,16.6,0,0
297,23,10,2016,28.4,83.12,23.3,74.5,1010.8,242.2,244.6,20.9,0,0
298,24,10,2016,28.5,83.3,22.6,72,1010.8,268.5,229.6,20.5,0,0
299,25,10,2016,28,82.4,21,67,1011.8,235.4,251.2,20.5,0,0
300,26,10,2016,27.6,81.68,19.3,61.2,1010.6,125.9,243.4,18.4,0,0
301,27,10,2016,29.3,84.74,18.8,55.7,1011.4,154.6,243.1,20.5,0,0
302,28,10,2016,29.4,84.92,16.9,49.6,1011.1,157.7,250.1,22.3,0,0
303,29,10,2016,28.5,83.3,18.1,55.4,1010.5,150.1,238.9,14.8,0,0
304,30,10,2016,28.4,83.12,16.9,52.4,1011,118.3,243.5,18.4,0,0
305,31,10,2016,30,86,18.9,52.4,1012.5,105.7,226.2,20.5,0,0
306,1,11,2016,30.2,86.36,17.2,47.5,1012.4,111.6,239.6,18.4,0,0
307,2,11,2016,29.5,85.1,13.1,38.3,1011.8,122.3,232.8,18.4,0,0
308,3,11,2016,28.7,83.66,14.4,44,1011.8,117.1,242.7,18.4,0,0
309,4,11,2016,27.9,82.22,15.9,49.6,1010.6,207.4,238.8,18.4,0,0
310,5,11,2016,27.8,82.04,17.5,55.5,1009.4,151,226.4,16.6,0,0
311,6,11,2016,28.2,82.76,15,47.5,1011,152.7,231.3,14.8,0,0
312,7,11,2016,27.5,81.5,16.9,55.7,1012.8,137.3,223.1,16.6,0,0
